,review_id,star_rating,helpful_votes,total_votes
97087,R2TFWD5UEBDTM6,4,1,2
38893,RKNQSV42211GP,5,0,0
16024,R25MEWP2KEOCRH,1,1,5
40607,RH4IV4HHQVZEV,5,0,1
106937,R15ZOIBLXFROSG,1,3,3
71899,R1DTNBITXJBOX2,1,0,0
68942,R367IELI7L05G2,4,0,0
76519,RT2JATO79S66D,5,0,0
96220,R1IVAB11WX22HA,5,0,0
90206,R18BBDRQ2T73UU,5,0,0
19298,R39TSKVILMTZQN,1,0,3
11656,R3IUBSSM4PUETZ,5,1,1
18803,R2S695D9UFDJSA,5,0,0
38468,RP2UTUY541ZXQ,5,0,0
110511,RE55IPLV4LQ0O,1,2,4
12556,R2FQP84AZKJBKZ,5,0,0
32388,R20TBLQFLY255Y,2,2,3
75804,R362N94M3JOFS,5,0,1
57089,R24BKV9CNO61W1,5,0,0
37244,R3LYQ1WD6618CT,4,1,1
4987,R34X6GUFRLTDCI,5,0,0
41496,R2M4A4ILCG46E,5,0,0
32066,R4B7215DQGB3E,1,1,1
95694,R12M5VT3430WGO,1,10,12
94432,R3IGTF8ESJQ2XU,5,0,0
67952,R1ONYFWEO3DCPA,5,2,2
16731,R2EVT9RK9BFIO3,4,0,0
99488,R2AQPIU1X1NBAG,5,0,0
93380,R10PAX2KZA6IZT,5,0,0
5236,R17CUOBFM8S791,1,0,0
11636,RC0FUUJUCS29T,1,0,0
108807,RWMWFAP2L90VC,1,5,54
40884,R1MAHHVZH84PVP,4,1,1
65012,R2XLPU0RPRR0PV,2,0,0
4754,R2XRVMQ5HKGR84,5,0,0
68521,R1M1UZVX0QXI3G,5,0,0
122430,R1CZBA9X52NCDH,3,0,0
11121,R3C4508GLSES8X,4,1,1
33888,RLVRSZMB3DM9E,5,1,1
53835,R24666MIQLO3T,5,0,0
38689,R3D0IFD01RCTOZ,5,0,0
55157,RVXCVXLKSU40K,4,0,0
73532,R9YP994EWDH8T,5,0,0
47097,R2ORPX1L2G32OC,3,1,6
41829,RM7JAO09QX7XO,1,2,2
44769,R1YV4OFQTSQG3C,5,0,3
37085,R7HJ9W3MUKVXP,5,0,12
72610,RQOYS6EQVE2NO,5,0,0
87679,R1LALO9YS491W4,5,0,0
64997,R1GMM52GF8894N,2,0,0
60079,R1BECU65MOJYDS,4,5,6
28838,R1IL6RSZUYAVCD,1,1,2
40938,R3TW74PXYDZ2TL,5,2,3
98142,R2GTU5I0P92FW7,1,0,0
38171,R30VCTZSZK9Q2E,5,0,0
67867,R3EWOCJLMHFHN3,3,0,0
64753,R3OBMP2S1VI2OZ,5,0,0
11869,R1QD6ZZDQU3ZMZ,5,0,0
74952,R36891IXN2EVO9,5,1,2
141864,R181S6RD1SAW17,5,15,15
105045,R2WYYU54LSL3Y,5,0,0
89343,RHCDMXEC9XZYQ,4,0,0
85458,R1L3FH0HIHT1W4,5,0,0
8064,R7V820B75IVZF,4,0,0
72336,R1P7WPI4FAWYYQ,1,0,1
44270,R2TR9863EJ8JA7,5,0,0
128749,R19INPI45FRMJ6,3,5,16
94056,R30OVFEJKYSZXL,4,0,0
17575,R9VN03VXM46KH,2,0,29
141355,R3VXT4XW3DFQG,1,3,3
90574,RLLW8N18WIJ83,4,1,2
77464,R21JQGA7IAZN2W,3,1,1
115344,R2CTX8IDH03LD8,3,0,1
19334,R14E2NMM2A7ABP,5,0,1
100249,R28S0IKAXULC1D,1,0,2
87615,R3PM15BOEON88W,1,0,8
56974,R3793QTMN3PHH4,5,0,0
66750,RS42JAY5HII6E,3,0,0
126286,R19YVLVFQJ6RSB,5,1,1
65739,R2VMACEZZH59G8,5,1,1
46292,R5VNT65CHTMYW,1,3,7
143727,R14BW4EQZNVKKG,4,8,8
33606,R23BTD248RINZB,5,0,1
90602,RO7OBIO1JC0N1,5,0,0
43260,R1Z1VDMS52ZPSA,5,0,0
55634,R2MFMFHM9POCP6,5,3,3
32039,RUCAENKQHUX15,4,0,0
31866,R3A1LSI47TF39,4,0,0
43350,R196EXTQ5UPM0T,1,10,13
38818,RGWMJ0JPI00LH,5,0,0
96912,R25VP9CKHFI4S,5,0,0
69417,R1TFM1P2INHLTS,5,0,0
119161,R1W2DQPK0PPTVG,5,0,0
8214,R837Y9V3IHF1J,5,0,0
2191,RC66OC5F1D2AS,5,0,0
7441,RTN7JVB73PJK4,5,1,2
39131,R34GHBAPJL5J9,5,0,0
100669,RP9TY230J2JI7,5,0,0
122987,R1NUYJPJ1AH1A3,5,18,29
11437,R2244L8TITBVFP,4,0,0
94904,R2WZ1VHZNJ9CU3,1,2,10
55146,RKJNYECF158XD,1,8,8
112497,R3KQANID2JNTNO,5,0,2
141205,R3LCGX20IBYPBM,3,7,7
41362,R3SLI3L9VMPM3H,3,0,0
4648,R2LA6L3QBHP3RW,5,0,0
66971,RG3CHM4EC7XNO,1,0,0
35384,R204VHR61N7MMV,5,2,2
119548,R2D2G1KAO5AH55,4,0,0
139529,R1KHZJJU6ESFCA,5,0,0
23742,R30NDGX7F55LAQ,5,0,0
26113,R107KFATLVUMH0,1,2,2
111328,R1MS4C1Q3YV9BU,5,0,0
95384,R3Z54AQ9NRUAF,4,0,0
140903,R3VLW6VUOFW0AE,4,3,4
12352,RCFY0BNFPESH9,1,0,0
25713,R7LAX5R9ZYKJQ,1,0,0
120830,R26X625ASZ4VSF,5,0,0
40860,R222NPFHIEBG36,1,2,2
51809,R2V9Z5RQN3WFI3,5,0,0
135291,R3OXODU2ANXVDZ,1,0,0
34566,R3VG89NHUYI6YG,5,1,3
90485,R345BJ80PV6BI9,1,0,0
99150,RCPVKIUSS5Q,5,0,0
50141,R30HJH1CNKEIMM,5,0,0
124237,R2KDGHYQ5WZB,4,0,0
22865,R2GXKKSGHAN9TB,5,0,0
68516,R1WZIWDI5ZZBSN,5,0,0
129600,R2XST9T9QLX9S1,4,1,2
99254,RBYMB0C579FBI,2,5,5
44788,R33VSFKMBEICYE,5,0,0
88481,R18QGBU9X5TRMN,4,0,0
22314,R1OQ4M9EVLUWCH,2,2,2
98809,R3BXGXC7QACZTE,1,3,5
23144,R9A6TJNC6U361,2,0,0
52406,R1SWT45M6GD3XD,5,0,0
69713,R1K4VMXNBASIQD,2,0,0
31778,RLGK3USGBPWFU,5,0,0
70115,R1DIGL2T04MA2O,3,4,4
141014,R1C6TENHH1YBSA,1,0,2
67644,R3AVZXPOX8UDPT,5,0,0
39945,R3D8AE4RYV1AP6,5,0,0
51275,R2OSJSKD7W0AWW,4,0,0
128832,R3VBIGU3YOZZ6R,3,0,0
16983,R2FWT0UA2UBEJ8,4,5,5
75263,R24G0KSS4C7ABT,5,0,0
1599,R3M4LGRANGNUK5,5,0,0
58575,R1Q0NHKPLOTNI6,4,0,0
39030,R2MB3YFRXQS1X1,5,0,0
3071,RAP4VCX7VWC72,5,0,0
83759,R3L41MCHHCOLCS,1,1,6
71794,RVS41M6RFHYVU,5,1,1
52048,R2ZP50YT13OZDC,5,0,0
17769,R8TU8XTDEHUES,4,0,0
78114,R2IGMTBZS28TWY,5,4,7
95839,R2B5XNV7TSZ106,1,11,22
86875,RDSTCCLR23JJJ,1,6,6
96293,R3EP23ZZTI21RR,5,1,1
85174,R1A6J1AX5YTWXX,1,4,4
69104,R1B3PVSYDTRWXL,5,0,0
3550,R13DC4Q6WE6QAD,5,1,1
126527,R2Z63L4Y11C8U2,3,0,0
63321,R1AZ1SA2Z723EZ,5,0,0
53889,RCIBPUFVTAMF6,2,1,1
17754,R1KSROB7QRIK7Z,5,0,0
20540,R1V4R6QZUCG8YO,5,4,4
28437,R1DIZ3JC8F15MW,1,0,0
66342,R33S25LFXE1LXV,5,0,0
22060,R15RRYUFDWVJNX,5,0,2
40664,R1OB6S8530ONGA,4,0,0
36124,R3CWFL03Z4BXVH,5,0,0
33036,RMKPLUW0L212Q,1,5,6
65367,R30YOO0OD8MIL2,5,0,0
141651,R17YJ7XZL442FL,3,2,2
78622,R2JIHG7GJ5C8BT,5,0,0
108055,R29TPVO605YRI4,5,0,0
55586,ROK1W24R7OIUP,5,1,1
39845,R2N22AO3LO8LT5,5,0,0
33597,R32HVJFU0B6HQL,5,0,0
99797,R4RBJNY91MNUC,5,0,0
85797,R1CYPFWQ8Q1VY7,4,0,0
39681,R3FMO3R28JC3I7,1,2,4
26109,R2H4L9QMSHMF1C,4,0,0
83339,R1V7OUV7GMACLQ,1,0,1
38822,RZVUK2GHCZ6E6,5,0,0
35307,RMMHJ39XIUG9,5,0,0
35965,R2CUXAMBTEF0HG,4,1,1
11171,R2JXVELWE81KWK,3,0,0
17159,RGF1H43V2VFUP,1,3,3
51128,R3GGBKS0X06MCV,5,0,0
17153,R1EZ0FLX52POYT,5,0,0
63833,R2FGGHUL74F47F,4,0,0
17999,R3O2QAQBE1QM31,5,0,0
83059,R6RSYS2HYOV40,1,0,1
79353,R397WITJIYBNCB,4,28,31
70185,R26WDCUUYH6FMD,5,0,0
58506,R3A83M2HWBSNSD,5,0,0
2820,R137SD4C9TQBCQ,5,0,0
114262,R28G4KH3EJ6UY9,4,0,0
98385,RBK7OZOL4ZOVY,5,0,1
47519,ROP28N06BWQI8,5,0,0
76344,R7WWVL0M157JC,4,0,0
144428,R33L3O3WGMESI6,5,0,0
81561,R1OGLF6O1U0YPN,1,0,0
116376,RNNBO4MKXFQBT,1,0,0
122945,R342GNSNUZDH28,5,1,1
12568,R3US0Y018RF4EO,5,0,0
103058,R1H8CSQ8IJ04IX,5,1,1
54219,RHT455SHAB35Q,5,0,0
135904,RZ1UVAC595BKB,5,1,1
74943,RRSXCMKCOT285,5,0,0
8391,R1ZFK40UIKMSRF,2,0,0
33417,R24VJ83C4Y85D9,5,0,0
88285,R35X3FD2W7O582,5,0,1
44860,R1Q6AZFHZ2IBKZ,5,0,0
61915,R1BEW4V89W8Q4D,5,0,0
112941,R1KK1LJ5C2B2HU,5,1,2
49768,R1OY6LPF36D0YL,1,0,0
58872,R1BYDP5J43VCPC,5,0,0
77823,R3NS2ETU66LH3A,5,2,3
3409,RBPQF0WXGV2BB,5,1,1
53349,RG2A4UC1VO5XL,1,0,0
23603,R18Q1P3MKZ9V42,5,0,0
58456,R1ZW3VO9R4X0QA,5,0,0
53487,RK30676VY96A6,5,0,0
131853,R3E8HVMWDY6LG,5,0,0
41640,R1EJ31V9FG1R6T,5,0,0
47742,R24QB5JVNKVR0,1,0,0
72970,R32WTP7BVL7NQ3,5,0,0
8663,ROD82BZFPKAX3,3,0,0
25894,R2OZGC96JHIB4R,5,0,0
86161,R1979B3FLBW9VT,1,0,7
54963,RBXKQZO8U0H2G,5,0,0
92045,R33CJEV3W1SU32,5,0,0
23472,R23VY4HEQ6PSIF,1,1,2
39698,R1YZVGUVWYSU89,1,0,2
19934,RIA95GX757S1Q,3,0,1
88401,R2FK1PI9UXD8F5,5,1,1
126903,R24ECC7Z71U31T,5,10,16
6138,R39GIJX60UH1FG,5,0,0
14622,RFR1RMFYFXURO,1,0,1
42213,R2586DOHHVMHGB,4,0,0
139763,R3SYZGCHM8JP65,4,4,5
17850,R2C5S4U9FZACSO,4,0,1
75210,R3NQY4IEWA58QO,5,0,0
131023,R3R75D1X7D06NL,1,1,1
31638,R1VMKCXY9QID6D,5,1,1
26913,RNLJ4O8JWCBH6,5,0,0
32681,R347BHB96SUPCO,4,0,1
96671,R1KZO81VUBQXSM,5,0,0
70572,R1OUECRI6HJNCL,5,0,0
54481,R26BKSQ8FKNH2N,1,1,1
71699,RSJ1AN7FLS4EX,4,1,1
42739,RL2Q0KKPLODQJ,1,2,2
122562,R2XOM06HLW9A2G,4,0,0
21048,R2XVK89439FXTA,5,0,0
74403,R1PCDI2QJRZZUB,1,1,1
25789,R1MM1ZW5QV18I,5,2,3
75079,R2Z1J85JWR7X1I,4,0,0
120246,RWQWYWU3B232X,1,0,1
1333,R27KKM0L6ZXMMJ,1,0,0
78266,R3Q2UJNHJHAURK,5,0,0
17712,R1Y5HCGHCL7EFR,5,0,0
89170,R9U9EGQRRDWET,5,1,1
126449,R2GDDOX5X0597G,5,5,5
108023,R2YSFOJDPHOQ94,4,31,71
51204,R2YN6SR86QXWL8,4,3,3
132799,RQMCARGQ8X4Q9,2,0,0
51283,R39O7KCGKEIGCK,5,0,0
140476,R2LVTPBR2TAJVM,4,0,0
1628,R2OI9183SCDQYL,1,0,0
111810,R3SG7TIY03S08H,5,1,1
109278,R3MXRXFEJ1CF33,3,0,0
36500,R26OA4Z2IW8FIO,4,2,2
13778,RPSEWG9K7AG91,1,0,0
41889,RUPS47RHJ2NFQ,1,1,2
63709,R1WST6M8GNVE3U,5,0,0
19368,R1XK1JGYPLINWR,5,0,0
91556,RJOH8PV69HXSQ,5,1,1
65958,R36QRYGY1PG5W,4,0,0
131336,R30O5OUF9VXFM4,4,1,1
52200,R3BFUHO2DLJWS6,3,0,0
37303,RT89ZUI61WID3,1,0,2
3842,R5VSDUKG77MKF,5,0,0
18398,RTQWMUF57FSCG,5,0,0
12982,R2PSQ3RRD8JQA4,1,3,3
92832,R1Z0YZBIQDXEQ2,4,0,0
26471,RZWC8MAJ6PU3Z,5,0,0
51573,R1QDRXLL200JKV,5,0,0
52190,R3BAKV0IXKMQKX,1,0,1
67062,R16Q2FRJ5PYJ15,5,3,3
23538,R33GC9E6Y8R1TD,2,0,0
73926,R3URQ7C7NLGF59,2,0,0
13641,RHO4KAAXAXTZZ,1,0,0
34921,R3IQPJSKQ4IWTO,5,1,4
102801,R4QIERATNADCH,5,1,1
46134,R3O9XCPAAA3U6P,4,0,1
4837,R2QKMOIUTKKBVJ,1,0,1
84169,R13ZZPQZOVGTZY,4,0,0
27309,ROTK7W9Q7AADQ,5,0,0
13006,R1RTNEXYG5G5RO,5,0,0
24894,RYSTWJ1QH4076,5,0,0
40062,R2O9PFKSUKZDY6,4,0,0
17261,R39D3FVUMMVDYE,5,0,0
43023,R2U1J1MUCXQX9G,1,2,2
109387,RFCIRBATF4L45,2,4,5
92137,R158H3BL2EUINV,5,0,0
29670,R3N1G3H1T3VSF6,1,5,5
17362,R3DMX5CS0TKCJV,5,0,0
15538,R3E74PYUHA7Y5R,1,0,0
81373,R2EZFTSLJFKMUO,4,0,0
63219,R2XCI5V1YZBMO7,1,2,4
18706,RH079WFO7VOXG,5,1,1
46684,R2CC17J4ON20PZ,5,0,0
51129,RLJND2OQQSEQD,5,0,0
72295,R3NPF2FA3P9AQ5,4,1,1
29941,R33OM2J81Z6OQA,1,6,6
66334,RGADK6MK8ZD3B,5,0,0
142182,R1QYW3UMW2GYBF,5,2,2
35530,R2OJWMD8K5KYA,5,2,2
57864,R13SBSJABIYTRL,5,0,0
64525,R327UG6XKPVPRO,1,8,9
2174,R20VV6XV34N4ZT,5,0,3
4022,R2L5A6CJUSWH16,5,0,0
104180,R33QEWAFGMJSPT,5,0,0
1468,RZQDASRE3TQIO,5,0,0
85830,R112VJOCFEZTWO,1,2,4
143458,R3AFIGEJLZ8POE,3,1,10
51157,R1126Q4T9VSIIY,4,0,0
665,RSH91CGZBT6D3,2,0,2
102629,R27SYJGY50HJIU,5,0,0
2503,R235FLDC348LEU,5,0,0
87951,R24LN45PZQFGX0,4,1,1
87772,RX10Q56A5FLN,1,0,0
27934,RHLNOKI09AC27,1,0,0
90913,R35NJDBDL8HBLT,5,0,0
81134,R3Q6GKWD2EFLU6,1,1,4
111493,R1H3HUNEDWOO5H,1,0,8
131316,R371HUKHMO6PVJ,4,1,1
44590,R3B5P71AN84H8B,5,0,0
5994,R1B1VE36MAL9AV,1,0,0
82043,R13PWI9JT3HQ56,4,0,0
87077,R2OFZTSELDLTK6,5,1,2
2943,R2NAG95WQWY4SH,5,0,0
69367,RUDNV0RJTZMUR,1,2,2
3237,R1Z4MK6ACIWTUK,4,2,3
85043,R2FSQWXMK8FG3Y,3,0,0
23403,R2SMUULTLDAHYP,5,0,0
16119,R2CBHPPG5PHWGO,5,0,0
18764,R1N3C74PUMBGKB,1,0,0
10083,R2F2CLMCK03L8U,5,0,0
15929,RXO9A4H0Q90QV,1,3,3
88602,R13P5AED7FP0AQ,3,0,0
6171,R53BW9TD24HTC,5,0,0
48229,R2H4CO0C25BQBD,5,0,0
9833,R334EPZWXCX411,5,0,0
36916,RD1C233R7ZQJK,1,8,15
65196,R23ASHU4HJZJ9O,1,2,2
104031,R7JNNGIF8K8HU,1,13,14
78743,R1UBY4LEOCIHN3,5,0,0
57766,R3EK4Q54JZDGNP,5,0,0
57706,RV2EH5VSUJKV2,3,9,29
73323,R3FVBITIS6MVSL,4,1,1
18455,R3OS1EBGT9LCCE,2,0,0
27032,R22VZVN2NZJC8W,5,0,0
26905,R1QK9ETSO1TYZA,5,0,0
103708,R2P5HAIULPB1PZ,5,0,0
23443,R1MA6P7RZKFNEM,5,0,0
97357,R1IM6IS0JKO0TM,4,2,2
60142,R1QFS367AI9MS7,1,1,2
11927,R2DQG2NN4LGP49,1,2,7
36290,R1WQOS0Q5EWIOW,5,0,0
96452,RA44TMUF60R44,5,0,0
5409,R39JUUDW6YKBMD,1,0,0
40950,R3LWAK44CLVDLB,5,0,0
95152,ROPI07U0DND0K,1,1,1
79541,RXPOO9Z8KTPRK,5,0,0
58604,R8C0ZHP84EUHE,2,10,18
79671,R6SOSXATH2K1D,3,0,0
12433,R1ATFBL1VS0AVU,5,0,0
17214,R277QHQJ8F2ATG,5,0,1
60526,R1QYYD5JKBST0S,5,0,0
118149,R7SAC4AZKMYMO,5,0,0
76960,R2PAHQBJF2U5QS,5,0,0
87847,R26F4VKSFWFB72,1,0,0
59353,R3BAHII91H7S6T,4,0,0
142204,R24SQCYTP64OAW,1,2,3
71490,R2EEUDK9HYR0V7,5,0,0
44196,R3CX4HAJPQPAVZ,2,0,0
17245,R2MOW7QGY97QXF,4,0,0
36808,R28U8AYEJOMJY1,5,7,12
56261,ROA9TIU0707US,5,0,1
29947,R1KBCMYCC6A6P0,1,6,6
23656,R339LKG12DJLI5,4,0,0
35805,R1K100CAV1TL4E,5,0,0
51385,R1Y3NGL0N6YBG4,5,0,0
65109,R2IMRPWODOBT41,3,3,5
78205,R3FTA0D6C3PLMR,5,0,0
6713,R21VWNSPK3Z3XI,2,0,0
139840,R322P8RU3DXT1D,2,2,2
92099,R6UPHEQZGA4E1,1,0,2
98105,R1OJUSP9QNNPCS,1,11,11
22420,R1ZVVII996VUW,3,0,1
46065,RSQRCEGFCR5TG,5,0,0
85784,R212GGQ2CQVTIM,5,2,2
60431,R2LCXCJ2DSOPWV,5,0,0
42063,R2CPIOU87UISBC,2,104,111
77312,R1CY2WO91GCITY,5,0,0
77057,R3EMSQR17PAYV6,5,0,0
138819,RSDOWT2L1I9BQ,1,0,1
16577,R381FPX4TUE3KI,5,0,0
90911,R2S1PMT3W259DI,1,2,4
50444,R2CT75WGHA85Y4,3,0,0
14661,R2WD73X9MY98KI,5,0,0
46556,RTZER17ZIDVYN,4,1,1
21733,R2MGISY7IV4ROQ,4,0,0
24459,R4UM8VJSUTPJX,2,1,1
5606,R2U3OKXLQD9UH0,1,0,0
52524,R260TMW2RIBINI,4,0,0
126741,R1FM0901YM2TP2,4,0,0
103578,RTRK6YP11358E,5,0,0
22112,R1M45OSWDRQIZ8,3,0,1
140050,R3LDNMZJ1MKAZG,1,0,1
6146,R1C48KDGJVZ8WX,5,0,0
109437,R19P6B5HKYSJ4S,5,0,0
108072,R35BY3WXA1XFTT,5,0,0
52848,R2CNANR1K8YVK6,3,0,0
82148,R2V2QN9TFZAS3N,5,0,0
36081,R2XFUEEH3I9VTB,5,0,0
132196,R2BEJZZ5I3VBCG,2,1,1
76958,RVF1I1ABIVAK,4,2,2
65712,R16HYOV0ZPG92W,4,3,3
86980,R1F4NA1H477V5R,5,0,0
88011,RM1F6IP1U9CD4,3,0,0
9175,R3C0635J95J4GQ,4,0,1
21341,R2TRMUYEW6UKAZ,5,0,1
18943,R2DCKMUYNLQBA9,5,0,1
83753,R1MFERWVTKY0E3,5,0,0
91915,RZZ0HCROEBDT6,5,0,0
107995,R26K0GE89MRLKS,1,12,12
67134,RGTGZORBLBKLM,3,0,1
86264,R1MMW7K3DKNRU5,2,0,0
127902,R11V4Q50M5T55,4,0,3
73513,R2W64VYCQTEZNP,1,4,4
136770,RK73SJ3ELRRST,1,0,0
90789,R37IK1W57JP71Z,5,0,0
25382,R1KDHUJDH4TF2X,5,3,3
26710,R2FB8IKJ1DIVX1,3,9,10
121090,RC1N4Z0737915,4,4,5
136676,R1V8KAAQFNTLD9,4,0,0
37809,RY59ZFHHM3ZTV,5,0,1
137241,R1RW5U9D5IPRFS,5,1,1
117543,R14HMZCX520CT,5,0,1
55345,R2AVRY7KI9ZWS0,5,0,0
63869,R103IX7VCXSKQ8,5,0,0
91349,R384P6354BCT7M,5,0,0
52233,R104EOLJX0C615,5,0,0
95762,R1W7M4FYU44OZS,5,0,0
87188,R284J81PKIV5OZ,4,2,2
122801,R1WOGUKAJ96UL4,2,1,6
33434,RHGR31I2G3S0R,1,0,0
41623,R2DXWEARM5XU71,5,19,20
48012,R20MXPCW3R4OYT,3,1,1
86123,R1PZ28XI3G7Y6G,3,1,1
51059,R2D3OCIXCJ49GP,5,0,0
46123,R12IW8FLLULQ4O,1,0,1
72629,RILXGD509RC21,5,0,0
4567,R20MABE3U01GK1,1,0,0
13098,R10FW7OL5WBO4B,2,1,1
107800,R2T881PLQG22BE,1,8,8
37051,R4L0MHGASZUB3,5,0,0
65405,RYHQJK4JGPQ8F,5,2,2
23552,R30KBKQS0HCJNW,5,0,0
103606,R1UFFUARVNSSAU,5,0,0
91223,RNAMKSPF8BY14,4,1,1
102941,R1M6ACQJWIV5AZ,1,10,10
28166,R16T7XSEP757MI,5,4,15
106914,R1DK0F0PDPQ1JV,1,1,1
48793,R11WPIVQAYC5T8,5,0,0
12689,RJ8MXDJXCN9A2,5,3,3
144085,RG3OONL0FS3MT,5,27,28
42749,R10JL32SPGSYYQ,3,0,0
1926,R1L4ZFIJEX3JGG,4,0,0
1952,R2D9DS8N8OQ58F,5,0,0
47450,R34OSP24OE3TWH,5,0,0
90506,R2XQ196QBLKQQG,5,0,0
1731,R3FL4YQD8LWKJP,5,0,0
99913,RIG3K9ZH1811U,5,0,0
4702,R3PD07NRPZ9N8D,2,0,0
77141,R22E8UQUAEY7BV,5,0,0
17822,R1KQ35JLHP86Y2,1,0,0
66367,R3MB34PAURAW13,1,0,0
17061,R2X9T7XGFFKSUH,1,0,0
79530,R3O1I75I27US8A,1,0,1
91968,R1GL3W6696ML3G,1,0,0
57236,R3QFDT5BH96Y81,1,5,6
124188,R94M75PR2WFGS,3,4,12
137732,R2KS3BIEB1TMV1,5,1,1
20169,R2K64PVE6WQUWO,1,0,7
17436,R2OP0550VUNSO5,1,2,16
49113,R3NV2Y8CB7EFLJ,2,0,1
134927,RZ18ULP15JP2T,5,0,2
49546,R143L9WSGP8NMP,1,1,2
43972,R1BTQNGD6QMYXM,4,0,0
84779,RN19ZBU6WL51Z,5,0,0
72791,RS0DTLO1ZV1OL,5,0,0
30018,R1NUCOJNE7UHNN,1,4,5
78290,R8PSWBSSJNZHX,1,26,34
12834,R2A4XMAGL91J9Q,5,1,2
79366,R1I3U93PPNP9IZ,5,0,0
44877,R3EVVT3JN24X3J,5,2,3
93860,RFANZZF6Z84GJ,5,0,0
92837,R15IPLQJDQGW8L,3,0,0
88104,R3SOES1KT3YN8Q,5,0,0
91943,R124OWD8CELYOU,4,0,0
60865,R28ZV14O2FYV5A,5,0,0
45263,RLQGFH0BXLLEQ,2,2,2
47454,RIE8O48V7GC3L,3,0,0
81832,R25E89VREEHCEL,4,0,0
86430,R11IWCMLZ2O36L,2,0,0
97518,R3EQHOK3N1G01L,5,0,0
34078,R3KEL5JF3U1VGE,1,0,0
78394,R2H9GRCRBROZUG,5,5,7
35294,R138HWDT5H7VX7,5,15,17
127015,R2I8TS9I4FA1TN,5,10,19
130627,R3TVU67D9AETDS,5,1,1
113075,R2PJJCXJCUG3HZ,5,1,4
27434,R2AC23EGX7LFIC,5,0,0
100744,R3GTVY1FILH1O0,3,0,1
84331,R1FFBZF47GIB64,5,0,0
44604,R2ZCC3C23MLSV2,5,0,0
17223,REIXDYFJ9WAMF,1,7,7
53984,RK3PWY17MCCQN,5,0,0
30362,R21EURXXR27G4H,5,0,1
26016,RYQVT9Z2HTD9R,5,0,0
140462,R20H7AEAJMDFET,4,21,21
32005,R17WMI1E4DR00B,4,0,0
26310,R259F6D74TVSUC,5,0,0
28953,R2HS76IL9CFVUG,5,0,0
61936,R36372TKL7AWIG,5,0,0
138237,R1GTRBZ5Q9ELEA,5,3,4
40224,R1T431YQPLIMDN,1,1,1
85497,RD7GKV4CSZZJR,5,0,0
77711,R2PSVQ4P9BOO8D,5,0,0
97809,RO0J2NZN449PH,1,2,4
69607,RINN5690YOYBS,5,0,0
89911,R2CMZTO8W5Y0BD,5,0,0
88102,RGCCFJ4UAMIXD,5,0,0
83152,R46FETPTFTK0H,1,1,1
36833,R1RYWF9BDWU1IL,4,0,2
60351,R2U0PLHHRFZ9G3,5,0,0
3589,R3G19HQOQDZLGF,5,2,2
82990,RLZSOAW030DML,5,0,0
33508,R3V9JAFI8NFRHQ,1,1,2
142929,R201CNLUJCGPBN,1,1,2
83287,R21UT974M4S8T6,5,0,0
83134,R1ELLQZ71B7YVE,3,1,2
37861,REWPD6QCL0J1R,5,0,0
64331,RJPECJ2EG9VZ9,5,0,0
20406,R158RWKSYSVBRP,5,1,3
92425,R2275E3YVWJROC,4,0,0
97421,R3E0IG8NOG643K,1,11,11
58867,R2IM3RG1DAJFFG,4,0,0
73789,R1AP4DXY6IBKKY,1,0,0
136956,R2CYFD7FTGYAFB,5,0,0
10406,R1XNNKC4MTRLT7,4,0,0
37045,R1PWNF11QR6FN5,5,1,3
63094,R3QHMY95VGWKYS,1,0,0
38011,R3MAL30OXUJHMN,4,0,0
23628,R22XQONM2L5SEH,1,0,0
65268,R32N99UVFMSKMT,2,8,8
62152,R2XU3T9TUDAOE7,5,9,11
12664,R2KTTRIFLF6HLY,5,6,6
55230,R26GGW77C7U6Y9,1,0,0
120461,R7H25DLTMCL13,5,0,1
130794,RENTQVK5NWPFR,1,14,89
52818,R2M3SHKP7UO0FA,4,0,0
31054,R2AZJNDIIV25NS,5,0,0
48460,R3KC6MQ4VOE8CW,1,0,0
30383,R3UZRIDVX15LA7,5,0,0
72303,R3NZVB5LZ6722,5,0,2
114697,R2HK3X4SHH1MSC,5,0,0
201,R2ANSCTO0GNEU2,4,1,1
16909,R1LWR4O2JZJ2YZ,5,0,0
63445,R3B2MYO1W6CZ9V,5,0,0
56433,RUCDUAY5UL6PL,4,0,0
99024,R1OEOUWS4HROIV,5,0,0
22507,R3MCBPZ14E7TVU,3,1,2
112413,R2881S6UF55RGR,4,0,0
20380,R11XZUP1CTW5AU,3,0,0
32564,RUAW1YN2YJVGC,1,0,0
86754,RN8KE64KK1VLY,2,0,2
31772,R3EQHWZ43LHE42,5,0,0
59646,R2D6FP3HVLP0OS,4,0,0
91930,R1LIB3S59AZ0MK,1,6,7
63025,R1W99F40Z57TBH,5,0,0
89433,R1HBJYREZE30O9,2,1,1
26241,R2L9ETOSHB5VUK,4,0,3
57327,R1CDE2LYPZLSTW,5,0,0
20344,R1HA3HKWHLBPNK,1,9,9
78803,RYN30AN54NRWF,4,0,0
23250,RPHJEDQ2Z6PS9,1,0,1
39149,R274F97HCEFC9N,1,0,1
97928,R1WX6I8HT387NW,1,1,2
53202,R2PAR19BYY6T28,5,0,0
66249,R1W7H3MC4VB52P,1,0,0
132966,RPWEAPK0RRV4F,3,0,0
120546,RUIIUHFPKFXZ1,5,0,0
57805,R3BJVSGBIBVG31,5,0,0
